"SPECIES","GENUS","EPITHET","AUTHOR","COUNTRY","DEPARTAMENTO","MUNICIPIO","LOCALIDAD","LATITUD","LONGITUD","ALTURA","HABITAT"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras (HN)","La Paz","Marcala","2.6 mi N of Marcala along the roas from Marcala to Gracias.",14.249552,-88.056089,"1165","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","La Paz","","2.6 miles north of of Marcala along the road from Marcala to Gracias.",14.232943,-88.043339,"1165","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","La Paz","Marcala","Marcala",14.16394444,-88.03997222,"1200","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","La Paz","Marcala","Marcala",14.16394444,-88.03997222,"1165","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","La Paz","Marcala","Municipio Marcala: 2.6 mi N of Marcala along the road from Marcala to Gracias. Open pine forest with savanna. ",14.19277,-88.02722,"1165 m","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Comayagua",""," Siguatepeque J. B. Edwards 276 1932-10-4 ",14.60773611,-87.88429722,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Comayagua","","Rio Selan",14.55711667,-87.83447222,"1200","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Comayagua","","",14.65726389,-87.68293056,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Comayagua","","Vallecito",14.77425833,-87.67491111,"800","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Yoro","","",15.01996389,-87.46959722,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Atlántida","Tela","Jardin  Botanico de Lancetilla",15.73598056,-87.45518611,"180","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Atlántida","Tela","Jardin Botanico de Lancetilla",15.73598056,-87.45518611,"100","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Atlántida","Tela","Jardin Botanico de Lancetilla",15.73598056,-87.45518611,"50","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Comayagua","","",14.79071944,-87.37063611,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Comayagua",""," San Luis J. B. Edwards 180 1932-6-14 ",14.79071944,-87.37063611,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Atlántida","","Cerro Bufalo",15.69373333,-87.25731667,"150","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Francisco Morazán","","Jicarito River",14.01211111,-87.03394444,"1000","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Atlántida","","Los Chorros",15.63266111,-87.03205278,"110","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Francisco Morazán","","Las Mesas",14.04488889,-87.02852778,"900","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras (HN)","Francisco Morazán","","Along junction of Jicarito and Gallo creeks",14.017914,-86.998998,"1000","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","El Paraíso","","Galeras",13.91619444,-86.984,"900","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Francisco Morazán","","Santa Clara creek",14.05019444,-86.92638889,"850","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Francisco Morazán","","Santa Clara creek",14.05019444,-86.92638889,"788","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Francisco Morazán","","Rio Jalan",14.37944444,-86.78636111,"800","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","El Paraíso","","Las Casitas",13.87059722,-86.61538889,"800","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Islas de la Bahía","Guanaja","Harbour Fruit Bight",16.44598056,-85.90384722,"0","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","Gracias a Dios","Camp Tiro 2 mi NW of Bulebar on third northern branch of Quebrada Tiro, tributary of R¡o Platano, Tiro Creek 1 Km, below camp.",15.503741,-84.754651,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","","R¡o Platano.",15.503741,-84.754651,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","","Tuas",15.70559444,-84.67875833,"0","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","","Tuas",15.70559444,-84.67875833,"0","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","Brus Laguna","Tuas (Twas) Rio",15.72825,-84.67405556,"0","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","Ahuas","Ahuas Bila",15.43768611,-84.56719167,"100","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","","",15.74491944,-84.55991389,"70","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Gracias a Dios","Brus Laguna","Rio Patuca",15.69919444,-84.36091667,"175","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Atlántida","Tela","Cerro de Punta Sal",15.91268056,-87.62167778,"170","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Choluteca","San Marcos de Colón","Municipio San Marcos de Colón: 4 mi N of San Marcos de Colón, Ocotal Rosado. Small mesa-like outcrop with pines. ",13.47972,-86.80416,"950 m","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Choluteca","San Marcos de Colón","San Marcos de Colón",13.430625,-86.78461667,"950","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Islas de la Bahía","Roatán","Near town of Roatán [Coxen Hole], on the Island of Roatan. Scrubby secondary growth on dry hillside  ",16.3,-86.55,"","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Islas de la Bahía","Roatan","Roatan",16.32955,-86.52595278,"0","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Islas de la Bahía","Roatan","Sandy Bay",16.32955,-86.52595278,"-9999","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Islas de la Bahía","","Cayos Cochinos",15.9712,-86.47351667,"0","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Colón","Trujillo","",15.92575556,-85.93290278,"-9999","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Colón","Trujillo","1.8 mi strip on the north bank of río Guaimoreto, between old bridge and opening of Laguna Guaimoreto, 4.5 mile NE of Trujilo on old road to [Puerto] Castilla. ",15.9583333,-85.9083333,"20 m","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Colón","Trujillo","1.8 mi strip on the N bank of Rio Guaimoreto between old bridge and opening of Laguna Guaimoreto 4.5 mi NE of Trujillo on old road to Castilla. East site; savannah thickets. ",15.95833,-85.90833,"0 - 20 m","Epiphyte"
"Encyclia nematocaulon","Encyclia","nematocaulon","(A.Rich.) Acuña","Honduras","Islas de la Bahía","Guanaja","Cerro Pocales",16.44598056,-85.90384722,"0","Epiphyte"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras","Islas de la Bahía","Guanaja","Fruit Harbour Bight",16.44598056,-85.90384722,"0","Terrestrial"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras","Islas de la Bahía","Guanaja","Guanaja",16.44598056,-85.90384722,"0","Terrestrial"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras","Islas de la Bahía","Guanaja","North West",16.44598056,-85.90384722,"0","Terrestrial"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras","Olancho","Catacamas","Catacamas",14.85388889,-85.90266667,"400","Terrestrial"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras","Islas de la Bahía","Guanaja Island","Isla de Los Pinos",16.483,-85.8845,"0","Terrestrial"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras (HN)","Gracias a Dios","","Savanna at Puerto Lempira, Gracias a Dios, Honduras ",15.232026,-83.804603,"","Terrestrial"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras","Gracias a Dios","Puerto Lempira","Puerto Lempira",15.24331111,-83.79810556,"0","Terrestrial"
"Liparis nervosa","Liparis","nervosa"," (Thunb.) Lindl.","Honduras","Gracias a Dios","Puerto Lempira","Puerto Lempira",15.24331111,-83.79810556,"0","Terrestrial"
"Prosthechea neurosa","Prosthechea","neurosa","(Ames) W.E.Higgins","Honduras","Gracias a Dios","Puerto Lempira","Puerto Lempira",15.24331111,-83.79810556,"-9999","Epiphyte"
"Prosthechea neurosa","Prosthechea","neurosa","Ames","Honduras","Gracias a Dios","Puerto Lempira","Puerto Lempira, orilla de la Laguna Caratasca. Altitud nivel del mar. ",15.26666,-83.76666,"0 m","Epiphyte"
"Prosthechea neurosa","Prosthechea","neurosa","Ames","Honduras","Gracias a Dios","Puerto Lempira","Alrededores de la Laguna de Caratasca. ",15.26666,-83.76666,"0 - 5 m","Epiphyte"
"Prosthechea neurosa","Prosthechea","neurosa","Ames","Honduras","Gracias a Dios","Puerto Lempira","Savannah at Puerto Lempira. ",15.26666,-83.76666,"","Epiphyte"
"Lalexia quadrifida","Lalexia","quadrifida","Schltr.","Honduras","Comayagua","Siguatepeque","Near the summit of the range above El Achote [Achiote], above the plains of Siguatepeque, June to August 1936   ",14.5,-87.86666,"1830 m","Terrestrial"
"Dendrobium nobile","Dendrobium","nobile","Lindl.","Honduras","Lempira","Gracias","Gracias",14.55801667,-88.65673333,"1900","Epiphyte"
"Dendrobium nobile","Dendrobium","nobile","Lindl.","Honduras","Lempira","Gracias","Near Gracias. Montaña de Celaque. In forest by trail. ",14.55388,-88.65416,"1900 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Lempira","","Bosque mixto faldas Montaña Puca entre Guatán y Cuábanos.",14.749155,-88.568144,"1600","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Lempira","Guatan","Montana Puca",14.41655556,-88.05047222,"1600","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Cortés","Santa Cruz de Yojoa","Concepcíon ",14.98416,-87.92944,"2500 f","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","","On ground in grass along the trail above El Achote, above the plains of Siguatepeque.",14.606383,-87.89374,"1700","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","Siguatepeque","Above El Achote [Achiote], above the plains of Siguatepeque, June to August 1936 ",14.5,-87.86666,"1700 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","","Piedra Herrada",13.79708333,-87.54588889,"1650","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","","",13.92310278,-87.17747778,"1820","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","Distrito Central","Slopes of La Montañita  ",14.06944,-87.12972,"1700 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","","La Montañita",14.05093056,-87.09166944,"1700","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"1238","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Colón","Trujillo","",15.92575556,-85.93290278,"-9999","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Colón","Trujillo","",15.92575556,-85.93290278,"-9999","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","Siguatepeque","In barranco near Trincheras. In broad-leaved forest ",14.65,-87.91666,"1200 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","San Luis","Coyocutena, San Luis  ",14.82472,-87.5425,"4000 f","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","","Montaña La Choca, Cordillera Comayagua, cerca de Coyocutena   ",14.61166,-87.52611,"1500 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Olancho","Gualaco","La Chorrera",15.00148333,-85.92878611,"1086","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Olancho","Gualaco","La Chorrera",15.00148333,-85.92878611,"1626","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Olancho","","Peak La Picucha",14.97141667,-85.87172222,"2200","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Olancho","","Peak La Picucha",14.97141667,-85.87172222,"2250","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Lempira","","Río Naranjo",14.55801667,-88.65673333,"2000","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Olancho","Campamento","Montaña Cara Sucia",14.57589444,-86.70641944,"1000","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Copán","","Along highway CA4 between Guatemalan border at Agua Caliente (Guatemala) and Santa Rosa de Copan at Rio Hiquito, newar village of Cucuyagua Copa, along river bank.",14.837854,-89.157504,"600","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Copán","Cucuyagua","Along highway CA4 between Guatemalan border at Agua Caliente (Guatemala) and Santa Rosa de Copán, at Río Higuito, near village of Cucuyagua Copán, along river banks.  ",14.65,-88.88333,"600 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","Taulabe","Quebrada La Caliche",14.70463889,-87.97003333,"600","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","","",14.60773611,-87.88429722,"","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","Siguatepeque","Siguatepeque ",14.6,-87.83333,"3700 f","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","San Antonio de Oriente","At El Zamorano. ",14.01666,-87.02277,"800 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","San Antonio de Oriente","vicinity of El Zamorano ",14.01666,-87.02277,"780 - 900 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Francisco Morazán","San Antonio de Oriente","At El Zamorano. ",14.01666,-87.02277,"800 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Comayagua","","La Ceiba",15.76408333,-86.79695833,"200","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Yoro","Olanchito","Cerro David",15.49663333,-86.55728333,"1600","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Copán","Copán Ruinas","Montaña Los Zapotes, mountain to the west of Los Zapotes, Honduras, 18 km north of Copán Ruinas on the road to Agua Caliente from Copán Ruinas and 2-3 km west of Los Zapotes school. Moist disturbed primary forest of hardwood trees 30 to 40 m tall with an understory growing in dense shade. ",14.96666,-89.15,"950-1050 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Ocotepeque","Sinuapa","La Montañita on Cordillera Merendón. Cut over pine-oak forest. ",14.41666,-89.13333,"1600 m","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras (HN)","Ocotepeque","","Aldea de Belén Gualcho y alrededores",14.490281,-89.018014,"","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras (HN)","Ocotepeque","","Aldea de Belén Gualcho y alrededores",14.526998,-88.814473,"","Epiphyte"
"Epidendrum nocturnum","Epidendrum","nocturnum","Jacq.","Honduras","Ocotepeque","","La Montañita on Cordillera Merendón",14.506668,-88.801995,"1600","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Ocotepeque","Belén Gualcho","Aldea de Belén Gualcho y alrededores; 40 km al E de Nueva Ocotepeque. Pinares y liquidámbares. ",14.4833333,-88.8,"1500 - 2000 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Ocotepeque","Belén Gualcho","Aldea de Belén Gualcho y alrededores; 40 km al E de Nueva Ocotepeque. Pinares y liquidámbares. ",14.4833333,-88.8,"1500 - 2000 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Ocotepeque","Belen Gualcho","Belen Gualcho",14.50554444,-88.75842778,"1500","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Ocotepeque","Belen Gualcho","Belen Gualcho",14.50554444,-88.75842778,"1500","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Intibucá","","Reserva Biologica de Opalaca",14.47183333,-88.33873056,"1418","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Santa Bárbara","","Sta. Bárbara mountains.",14.9184,-88.114008,"1000","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Comayagua","Taulabé","Faralón El Pizote, Cerros El Cedral, 6 kms, NE de Taulabé. ",14.57611,-87.89777,"1940 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Comayagua","Siguatepeque","Near the summit of the range above El Achote [Achiote]. In cloud zone, above the plains of Siguatepeque, June to August 1936 ",14.5,-87.86666,"1800 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","La Paz","Guajiquiro","Guajiquiro",14.11440833,-87.83902778,"1900","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","La Paz","","Near Güajiquiro. Secondary area, open forest, Pinus, Quercus, etc. ",14.11666,-87.83333,"1900 - 2000 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Comayagua","","Farallon El Pizote",14.82746111,-87.73009167,"1940","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Comayagua","La Libertad","Los Alfaros",14.757715,-87.618845,"1170","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Yoro","","Valley of the Río Pijol, NW slope above small stream, ca. 100 m NE of its confluence with the Río Pijol, ca. 3 km SE of Cerro Pajarillos, ca. 7 km S of Nueva Esperanza; Parque Nacional Pico Pijol. Edge of primary forest and small coffee plantation. ",15.2,-87.58333,"1540 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Yoro","","Alrededor del Campamento Río Pijol, 6.2 km al Surested de Nueva Esperanza, en el Parque Nacional Pico Pijol. Boque húmedo en transición constituido de árboles de 35 m.",15.2,-87.58333,"1300 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Yoro","","Parque Nacional Pico Pijol",15.20598333,-87.58169167,"1540","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Comayagua","","",14.7717,-87.39866667,"","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Francisco Morazán","San Buenaventura","Alredeores de caserio La Bodega, 3 km SE de Carretera de Sur a la altura de km 22. Bosque húmedo suptropical ",13.92972,-87.21805,"1500 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Francisco Morazán","","",13.92310278,-87.17747778,"1500","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Francisco Morazán","Distrito Central","A 10 km al N de Tegucigalpa camino al Parque Nacional La Tigra.",14.1666667,-87.1219445,"1500 m","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Francisco Morazán",""," Rosario",14.21995,-87.08022222,"","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Francisco Morazán",""," vicinity of San Jua... J. B. Edwards 124 1932-2-21 ",14.21995,-87.08022222,"","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","El Paraíso","Yuscaran","Cerro Monserrat",13.93238611,-86.90023056,"-9999","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Olancho","Campamento","Montana Cara Sucia",14.57589444,-86.70641944,"1000","Epiphyte"
"Brassavola nodosa","Brassavola","nodosa","(L.) Lindl.","Honduras","Olancho","Campamento","Montaña Cara Sucia",14.57589444,-86.70641944,"1300","Epiphyte"
"Cranichis notata","Cranichis","notata","Dressler","Honduras","Olancho","Campamento","Monte Galan",14.57589444,-86.70641944,"1100","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Olancho","","Refugio de Vida Silvestre de La Muralla",15.087775,-86.69814722,"1200","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Olancho","La Union","Refugio de Vida Silvestre La Muralla",15.087775,-86.69814722,"1200","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Olancho","La Union","Refugio de Vida Silvestre La Muralla",15.087775,-86.69814722,"1400","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","El Paraíso","El Paraíso","Río Arriba, El Paraíso, 8 km NO de la ciudad. Bosque mixto húmedo subtropical ",13.92694,-86.59666,"820 m","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","El Paraíso","El Paraíso","",13.87231667,-86.55674722,"820","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","El Paraíso","El Paraíso","Volcancitos",13.81771111,-86.5377,"900","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","El Paraíso","El Paraíso","Volcanes",13.81771111,-86.5377,"900","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Olancho","Santa María del Real","Río Arriba de Piedra Blanca",14.8393,-85.97826944,"1275","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","El Paraíso","","Planes de Cifuentes",14.12808333,-85.96195833,"1400","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras (HN)","Francisco Morazán","","Dto. Fco. Morazán, a 10 km al N de Tegucigalpa camino al Parque Nacional La Tigra",14.912201,-85.702876,"1500","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Olancho","","Juticalpa. Flowered in Valle de Angeles, Dept. F. Morazan.",14.658116,-86.213537,"","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","La Paz","","La Florida de Marcala",14.01325,-87.87183333,"1400","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","La Paz","","La Florida de Marcala",14.01325,-87.87183333,"1400","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Yoro","","Campamento Río Pijol",15.23983333,-87.52875,"1300","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Yoro","","Río Pijol",15.23983333,-87.52875,"1540","Terrestrial"
"Habenaria novemfida","Habenaria","novemfida","Lindl.","Honduras","Comayagua","","",14.7717,-87.39866667,"","Terrestrial"
"Ornithocephalus numenius","Ornithocephalus","numenius","Toscano & Dressler","Honduras","Francisco Morazán",""," Rosario",14.21995,-87.08022222,"","Epiphyte"
"Ornithocephalus numenius","Ornithocephalus","numenius","Toscano & Dressler","Honduras","Francisco Morazán",""," vicinity of San Jua... J. B. Edwards 124 1932-2-21 ",14.21995,-87.08022222,"","Epiphyte"
"Ornithocephalus numenius","Ornithocephalus","numenius","Toscano & Dressler","Honduras","Olancho","","La Muralla",15.09497222,-86.74855556,"1400","Epiphyte"
"Ornithocephalus numenius","Ornithocephalus","numenius","Toscano & Dressler","Honduras","Olancho","","El Filo",14.97830556,-85.92308333,"1500","Epiphyte"
"Ornithocephalus numenius","Ornithocephalus","numenius","Toscano & Dressler","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Epidendrum lacustre","Epidendrum","lacustre","Ames","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Epidendrum lacustre","Epidendrum","lacustre","Ames","Honduras","Intibucá","","Montaña Verde",14.60663333,-88.30809444,"2005","Epiphyte"
"Oncidium oblongatum","Oncidium","oblongatum","Lindl.","Honduras","Cortés","","Lake Yojoa.",14.871908,-88.018096,"","Terrestrial"
